,Crimes_Z0T100,Crimes_Z0T101,Crimes_Z0T102,Crimes_Z0T103,Crimes_Z0T104,Crimes_Z1T100,Crimes_Z1T101,Crimes_Z1T102,Crimes_Z1T103,Crimes_Z1T104,Crimes_Z2T100,Crimes_Z2T101,Crimes_Z2T102,Crimes_Z2T103,Crimes_Z2T104,Crimes_Z3T100,Crimes_Z3T101,Crimes_Z3T102,Crimes_Z3T103,Crimes_Z3T104,Crimes_Z4T100,Crimes_Z4T101,Crimes_Z4T102,Crimes_Z4T103,Crimes_Z4T104
2021-06-16,65,53,21,55,85,35,9,17.0,18,43,12,10.0,6.0,14,24,19,19,12.0,40,30,10.0,3.0,0.0,4.0,10.0
2021-06-17,71,39,18,63,98,20,8,16.0,10,36,10,10.0,5.0,18,11,17,24,11.0,40,27,9.0,6.0,3.0,4.0,5.0
2021-06-18,88,56,21,47,78,27,14,6.0,19,42,22,11.0,18.0,22,20,28,20,8.0,29,36,12.0,6.0,3.0,4.0,10.0
2021-06-19,66,29,13,56,72,22,16,9.0,19,34,11,9.0,4.0,19,18,14,14,6.0,28,39,4.0,3.0,0.0,3.0,6.0
2021-06-20,80,38,7,53,66,16,13,2.0,17,17,16,11.0,1.0,10,11,32,11,3.0,14,43,13.0,5.0,1.0,1.0,10.0
2021-06-21,82,54,20,74,104,24,19,6.0,26,51,14,3.0,4.0,16,22,19,24,9.0,43,39,7.0,5.0,1.0,3.0,10.0
2021-06-22,74,48,26,49,78,42,10,11.0,29,42,10,5.0,10.0,12,24,22,16,14.0,36,34,6.0,4.0,2.0,6.0,9.0
2021-06-23,53,59,13,63,91,27,11,14.0,20,42,15,6.0,5.0,16,16,17,18,11.0,23,39,7.0,2.0,3.0,4.0,7.0
2021-06-24,65,51,14,66,87,16,12,4.0,14,28,20,4.0,10.0,29,26,18,19,6.0,38,31,7.0,3.0,3.0,5.0,9.0
2021-06-25,65,42,21,75,88,22,11,7.0,26,31,13,14.0,10.0,20,21,13,13,11.0,32,24,11.0,5.0,1.0,2.0,12.0
2021-06-26,58,42,11,57,77,16,15,6.0,18,24,26,11.0,1.0,16,20,20,17,4.0,29,26,7.0,2.0,3.0,3.0,12.0
2021-06-27,68,37,2,59,100,23,16,4.0,15,23,16,13.0,8.0,12,22,15,17,7.0,27,23,10.0,6.0,1.0,2.0,10.0
2021-06-28,69,64,12,82,106,29,8,9.0,29,28,15,7.0,8.0,19,23,14,12,7.0,34,36,7.0,3.0,4.0,2.0,17.0
2021-06-29,70,48,18,69,95,17,18,13.0,18,33,8,9.0,12.0,27,22,16,18,16.0,32,41,3.0,3.0,3.0,5.0,8.0
2021-06-30,60,51,13,54,85,24,15,10.0,23,30,9,9.0,5.0,23,29,9,23,7.0,21,36,6.0,3.0,0.0,2.0,9.0
2021-07-01,64,45,26,69,97,29,22,10.0,20,34,14,8.0,8.0,16,30,18,18,9.0,32,36,4.0,3.0,4.0,6.0,9.0
2021-07-02,64,36,16,62,85,19,16,4.0,19,27,17,6.0,11.0,14,19,21,15,8.0,33,32,8.0,5.0,2.0,3.0,11.0
2021-07-03,75,41,9,45,101,25,24,9.0,13,34,11,11.0,6.0,20,22,16,14,5.0,31,24,6.0,8.0,1.0,3.0,6.0
2021-07-04,92,41,3,58,79,36,16,4.0,17,26,18,4.0,1.0,17,24,15,19,3.0,16,27,13.0,4.0,0.0,6.0,8.0
2021-07-05,106,82,15,61,111,40,19,13.0,19,33,6,16.0,7.0,21,20,24,25,6.0,26,28,9.0,12.0,1.0,4.0,12.0
2021-07-06,73,59,16,69,102,18,18,16.0,24,27,14,10.0,10.0,24,24,15,22,3.0,30,46,11.0,5.0,2.0,15.0,17.0
2021-07-07,82,36,23,59,121,21,18,10.0,26,40,14,15.0,7.0,15,35,15,19,7.0,35,34,6.0,4.0,0.0,6.0,9.0
2021-07-08,85,47,10,74,94,16,18,12.0,20,35,18,8.0,6.0,22,18,17,18,21.0,58,43,5.0,5.0,2.0,8.0,12.0
2021-07-09,76,37,17,60,89,31,13,12.0,31,49,13,7.0,7.0,16,21,17,25,8.0,35,25,7.0,5.0,1.0,4.0,15.0
2021-07-10,82,46,8,60,79,29,17,8.0,19,35,8,8.0,3.0,19,15,22,11,10.0,31,39,9.0,3.0,1.0,5.0,10.0
2021-07-11,80,46,7,49,93,15,12,8.0,16,20,20,8.0,6.0,10,16,20,16,0.0,25,32,8.0,4.0,1.0,3.0,3.0
2021-07-12,102,44,13,60,99,25,18,5.0,19,35,13,5.0,10.0,21,29,15,20,13.0,34,36,10.0,3.0,5.0,5.0,10.0
2021-07-13,75,49,25,57,83,21,17,9.0,24,37,13,9.0,7.0,16,23,13,27,14.0,39,31,4.0,8.0,0.0,4.0,11.0
2021-07-14,71,57,17,59,92,38,16,9.0,19,37,12,8.0,9.0,22,20,19,17,12.0,32,38,7.0,5.0,3.0,4.0,9.0
2021-07-15,58,44,16,53,93,19,5,11.0,28,40,17,12.0,11.0,13,34,21,20,9.0,31,37,12.0,10.0,3.0,5.0,8.0
2021-07-16,85,42,19,60,93,26,16,11.0,23,27,12,6.0,10.0,19,16,22,15,10.0,27,34,7.0,8.0,1.0,3.0,5.0
2021-07-17,80,38,8,45,88,29,6,4.0,14,24,10,9.0,5.0,14,30,27,13,3.0,27,34,5.0,3.0,0.0,3.0,6.0
2021-07-18,85,62,5,41,73,40,15,3.0,23,35,15,5.0,7.0,14,14,20,14,9.0,27,26,10.0,6.0,0.0,2.0,5.0
2021-07-19,74,57,24,73,98,19,25,21.0,31,34,8,7.0,12.0,15,26,20,19,20.0,33,24,8.0,9.0,2.0,4.0,9.0
2021-07-20,91,51,17,45,97,23,19,5.0,22,43,11,9.0,9.0,22,23,17,20,8.0,29,44,6.0,2.0,2.0,7.0,10.0
2021-07-21,88,55,17,62,85,32,17,13.0,27,36,10,10.0,5.0,14,20,24,15,9.0,38,37,5.0,2.0,0.0,2.0,8.0
2021-07-22,76,52,19,56,101,26,15,9.0,21,35,15,14.0,10.0,18,27,23,26,11.0,21,27,8.0,4.0,0.0,2.0,3.0
2021-07-23,79,56,19,66,109,19,20,11.0,20,29,12,8.0,6.0,16,17,18,15,14.0,33,40,12.0,7.0,1.0,5.0,10.0
2021-07-24,67,46,11,43,88,18,6,7.0,7,26,13,11.0,6.0,16,17,12,17,6.0,23,35,4.0,6.0,3.0,4.0,9.0
2021-07-25,69,56,16,52,98,27,5,9.0,13,32,17,8.0,3.0,11,7,20,13,8.0,33,27,5.0,5.0,4.0,6.0,2.0
2021-07-26,86,61,23,66,93,28,17,9.0,31,34,13,15.0,11.0,39,13,20,16,6.0,42,41,2.0,10.0,3.0,12.0,16.0
2021-07-27,73,49,23,72,115,22,11,14.0,21,37,5,9.0,9.0,17,17,16,22,11.0,34,27,6.0,4.0,3.0,6.0,15.0
2021-07-28,68,40,22,49,107,22,12,13.0,20,24,18,8.0,7.0,21,18,13,20,9.0,31,33,5.0,8.0,0.0,6.0,15.0
2021-07-29,67,44,21,61,91,17,12,9.0,23,34,17,9.0,11.0,15,20,24,19,2.0,42,26,5.0,2.0,1.0,7.0,14.0
2021-07-30,73,40,8,53,82,22,14,3.0,18,26,12,8.0,6.0,20,18,19,12,7.0,28,30,9.0,5.0,2.0,4.0,13.0
2021-07-31,76,47,6,58,95,27,12,4.0,13,27,18,6.0,1.0,18,20,17,6,4.0,24,34,5.0,4.0,0.0,4.0,9.0
2021-08-01,79,53,6,47,85,18,15,4.0,11,28,16,7.0,2.0,13,9,17,16,5.0,21,31,3.0,5.0,0.0,3.0,4.0
2021-08-02,89,49,19,68,112,35,17,7.0,30,43,17,7.0,10.0,22,29,19,26,3.0,32,44,8.0,2.0,0.0,4.0,9.0
2021-08-03,63,63,30,73,113,18,18,12.0,25,29,9,10.0,7.0,5,22,23,17,11.0,29,37,4.0,6.0,4.0,7.0,8.0
2021-08-04,64,46,19,47,93,31,13,11.0,24,45,16,11.0,8.0,10,23,23,15,8.0,26,31,9.0,3.0,1.0,7.0,5.0
2021-08-05,79,34,17,70,92,16,19,6.0,15,31,8,8.0,8.0,11,26,18,17,4.0,37,40,5.0,2.0,0.0,4.0,4.0
2021-08-06,70,51,20,59,91,21,15,4.0,26,33,13,3.0,4.0,18,17,19,24,5.0,39,31,10.0,9.0,2.0,1.0,10.0
2021-08-07,77,41,11,51,79,14,8,12.0,14,20,18,14.0,7.0,11,14,20,16,6.0,26,27,10.0,1.0,1.0,4.0,6.0
2021-08-08,91,45,10,43,85,25,23,3.0,22,23,13,6.0,2.0,18,24,24,11,2.0,25,33,5.0,3.0,1.0,3.0,4.0
2021-08-09,78,52,15,62,99,40,17,8.0,29,41,7,13.0,7.0,12,23,14,20,14.0,43,41,3.0,6.0,1.0,4.0,20.0
2021-08-10,67,33,19,51,81,21,14,10.0,28,40,9,10.0,10.0,20,13,18,22,8.0,32,31,9.0,3.0,2.0,5.0,8.0
2021-08-11,53,50,10,70,84,21,14,12.0,33,32,8,8.0,9.0,23,21,23,15,13.0,24,31,4.0,2.0,0.0,2.0,10.0
2021-08-12,86,47,25,78,91,20,10,12.0,20,30,12,13.0,6.0,10,26,14,20,15.0,26,38,10.0,5.0,2.0,6.0,11.0
2021-08-13,61,56,14,64,116,18,14,10.0,26,34,7,14.0,3.0,20,14,13,20,5.0,36,32,5.0,3.0,2.0,2.0,4.0
2021-08-14,62,26,10,41,63,20,12,2.0,19,25,7,9.0,3.0,14,11,18,9,5.0,31,18,12.0,5.0,0.0,6.0,6.0
2021-08-15,70,51,7,36,82,27,17,4.0,11,34,13,7.0,3.0,12,16,14,12,7.0,20,29,12.0,2.0,0.0,3.0,6.0
2021-08-16,74,65,21,74,111,27,14,12.0,22,45,15,9.0,6.0,14,21,14,17,6.0,31,42,14.0,5.0,4.0,7.0,8.0
2021-08-17,67,55,26,38,97,21,13,16.0,13,48,13,7.0,6.0,12,21,18,26,10.0,38,41,1.0,10.0,1.0,5.0,6.0
2021-08-18,67,60,15,77,90,24,12,9.0,24,43,15,6.0,6.0,18,24,16,19,14.0,35,48,9.0,2.0,1.0,5.0,5.0
2021-08-19,57,44,5,53,81,34,18,15.0,11,41,13,7.0,3.0,19,21,13,13,4.0,17,30,5.0,4.0,0.0,1.0,6.0
2021-08-20,75,43,19,67,64,29,16,8.0,19,32,13,6.0,8.0,17,31,13,27,8.0,25,38,10.0,3.0,2.0,2.0,10.0
2021-08-21,81,38,9,43,78,21,9,6.0,19,34,22,15.0,2.0,11,25,16,15,3.0,28,23,9.0,7.0,0.0,3.0,13.0
2021-08-22,72,47,3,56,104,20,19,2.0,12,32,15,8.0,8.0,11,22,18,25,6.0,33,29,6.0,2.0,1.0,4.0,6.0
2021-08-23,75,36,10,80,88,23,19,16.0,17,60,21,8.0,13.0,20,20,26,26,11.0,40,45,8.0,3.0,1.0,5.0,8.0
2021-08-24,73,47,12,72,116,27,10,9.0,26,43,18,8.0,8.0,13,14,14,21,16.0,38,34,5.0,3.0,0.0,4.0,7.0
2021-08-25,71,56,16,64,90,24,20,20.0,23,35,16,3.0,5.0,20,19,17,15,8.0,29,31,18.0,3.0,1.0,3.0,6.0
2021-08-26,65,43,21,58,98,35,17,6.0,33,30,13,10.0,9.0,19,25,16,16,7.0,37,31,5.0,5.0,1.0,5.0,10.0
2021-08-27,69,38,14,52,87,22,12,8.0,24,31,15,12.0,4.0,21,13,22,23,12.0,32,31,4.0,3.0,0.0,3.0,7.0
2021-08-28,74,45,8,51,108,16,17,3.0,19,30,18,11.0,2.0,22,22,16,21,6.0,37,38,9.0,2.0,0.0,5.0,6.0
2021-08-29,76,46,7,55,90,31,14,4.0,18,34,20,4.0,3.0,12,22,16,17,9.0,23,31,11.0,6.0,1.0,0.0,5.0
2021-08-30,100,58,18,66,102,38,20,9.0,23,59,10,12.0,6.0,10,33,19,23,20.0,38,34,4.0,3.0,1.0,4.0,10.0
2021-08-31,69,42,14,66,82,28,19,8.0,19,42,18,6.0,7.0,10,22,19,16,8.0,39,41,3.0,2.0,0.0,3.0,6.0
2021-09-01,75,39,20,54,98,28,18,21.0,21,41,10,8.0,7.0,18,18,12,14,11.0,32,33,9.0,8.0,0.0,7.0,10.0
2021-09-02,52,44,22,54,99,25,20,20.0,19,49,9,6.0,5.0,24,18,13,15,7.0,38,45,11.0,9.0,3.0,7.0,4.0
2021-09-03,70,29,21,49,87,17,14,16.0,20,33,12,8.0,5.0,14,22,23,23,3.0,26,35,2.0,1.0,2.0,0.0,9.0
2021-09-04,76,42,19,56,85,20,17,6.0,20,30,10,5.0,3.0,9,22,20,13,2.0,28,26,15.0,3.0,0.0,2.0,6.0
2021-09-05,101,35,10,47,87,34,8,6.0,10,22,16,5.0,2.0,7,16,11,12,4.0,28,27,9.0,5.0,0.0,1.0,5.0
2021-09-06,78,36,11,59,91,24,9,8.0,25,30,16,12.0,2.0,13,26,14,17,13.0,45,33,5.0,2.0,3.0,1.0,6.0
2021-09-07,75,41,14,64,109,28,20,7.0,16,38,13,13.0,7.0,21,28,19,13,14.0,26,41,8.0,6.0,1.0,2.0,11.0
2021-09-08,70,52,22,68,109,24,18,11.0,28,57,10,9.0,9.0,13,28,23,15,7.0,28,35,8.0,6.0,1.0,4.0,12.0
2021-09-09,67,48,15,59,89,21,19,10.0,24,44,13,9.0,19.0,21,25,23,11,10.0,38,25,8.0,4.0,1.0,4.0,7.0
2021-09-10,88,54,16,47,79,31,18,12.0,16,38,15,6.0,7.0,18,20,19,12,12.0,28,34,5.0,4.0,2.0,8.0,15.0
2021-09-11,76,46,8,50,92,17,9,4.0,10,27,15,7.0,0.0,7,17,18,18,5.0,30,27,7.0,3.0,2.0,4.0,12.0
2021-09-12,75,44,9,62,104,14,20,5.0,24,34,12,6.0,1.0,17,13,20,17,7.0,23,39,6.0,6.0,2.0,1.0,8.0
2021-09-13,74,69,23,73,95,39,23,10.0,10,44,21,10.0,10.0,15,27,20,18,10.0,36,42,7.0,5.0,2.0,4.0,12.0
2021-09-14,70,40,14,78,95,17,12,9.0,19,42,11,7.0,12.0,15,17,25,21,9.0,51,42,8.0,4.0,1.0,4.0,4.0
2021-09-15,78,52,19,70,73,32,11,11.0,20,45,15,7.0,9.0,8,23,19,18,7.0,28,20,6.0,4.0,1.0,4.0,10.0
2021-09-16,59,48,22,61,75,26,12,11.0,19,34,7,8.0,7.0,26,23,22,21,10.0,38,36,6.0,3.0,0.0,7.0,11.0
2021-09-17,52,42,14,59,97,16,12,10.0,13,39,13,8.0,15.0,12,14,23,16,10.0,33,41,4.0,8.0,1.0,5.0,9.0
2021-09-18,80,46,12,46,80,17,13,8.0,16,42,12,5.0,1.0,14,21,16,10,5.0,27,36,3.0,10.0,2.0,2.0,7.0
2021-09-19,64,47,7,48,81,14,10,3.0,16,34,14,13.0,5.0,8,16,17,11,11.0,27,33,6.0,5.0,1.0,2.0,4.0
2021-09-20,91,45,17,69,117,18,20,19.0,27,46,16,14.0,13.0,21,15,23,14,8.0,33,48,6.0,4.0,1.0,2.0,13.0
2021-09-21,67,40,21,81,95,29,11,9.0,24,36,21,9.0,7.0,18,34,12,24,12.0,42,37,4.0,11.0,3.0,8.0,9.0
2021-09-22,74,48,19,72,95,24,15,15.0,24,46,14,9.0,8.0,22,17,16,18,15.0,37,45,10.0,7.0,1.0,4.0,15.0
2021-09-23,86,44,22,56,79,12,16,6.0,22,40,33,11.0,10.0,20,25,20,16,15.0,44,36,5.0,5.0,1.0,2.0,6.0
2021-09-24,79,42,12,54,101,22,16,7.0,27,42,11,10.0,7.0,14,21,19,21,7.0,36,49,5.0,6.0,4.0,4.0,10.0
2021-09-25,88,48,9,67,114,32,19,8.0,18,42,13,7.0,5.0,18,15,19,14,6.0,27,27,16.0,7.0,2.0,5.0,6.0
2021-09-26,83,36,7,52,88,33,15,5.0,29,29,16,7.0,7.0,17,14,15,12,3.0,32,25,9.0,4.0,0.0,5.0,12.0
2021-09-27,75,44,19,83,117,22,16,11.0,25,55,8,13.0,5.0,28,36,16,18,7.0,37,47,7.0,8.0,3.0,10.0,11.0
2021-09-28,79,52,16,62,115,22,16,18.0,19,39,14,5.0,9.0,17,29,29,12,6.0,39,34,8.0,2.0,0.0,0.0,11.0
2021-09-29,67,45,16,63,103,21,16,18.0,29,43,9,10.0,13.0,22,16,20,23,11.0,29,42,7.0,6.0,0.0,5.0,11.0
2021-09-30,68,54,15,78,107,22,14,7.0,22,52,12,12.0,6.0,19,21,20,16,11.0,28,55,2.0,4.0,0.0,6.0,14.0
2021-10-01,73,38,17,56,80,24,15,12.0,27,42,10,11.0,12.0,13,20,14,21,13.0,41,43,8.0,2.0,0.0,2.0,8.0
2021-10-02,101,54,14,60,87,26,13,11.0,18,37,11,8.0,6.0,14,25,14,13,10.0,20,30,9.0,3.0,2.0,3.0,10.0
2021-10-03,75,41,12,47,94,12,17,2.0,18,29,7,11.0,4.0,12,27,16,16,9.0,32,36,12.0,7.0,1.0,5.0,4.0
2021-10-04,85,41,23,60,123,41,16,11.0,17,43,10,15.0,7.0,18,22,15,20,8.0,39,29,5.0,1.0,0.0,6.0,10.0
2021-10-05,69,32,17,71,102,25,13,8.0,30,48,12,7.0,7.0,13,23,24,26,9.0,31,39,8.0,4.0,0.0,3.0,13.0
2021-10-06,68,40,17,65,90,18,22,13.0,29,35,16,5.0,10.0,14,22,7,13,10.0,33,28,9.0,3.0,2.0,9.0,16.0
2021-10-07,74,43,20,74,113,24,13,14.0,29,46,14,15.0,13.0,32,15,15,20,7.0,49,39,8.0,2.0,2.0,9.0,12.0
2021-10-08,69,45,12,61,96,23,13,13.0,38,46,32,5.0,12.0,19,18,21,15,14.0,29,26,6.0,2.0,3.0,6.0,11.0
2021-10-09,59,34,13,52,115,21,19,2.0,24,38,9,11.0,8.0,12,11,25,22,4.0,24,28,9.0,1.0,1.0,5.0,5.0
2021-10-10,75,39,9,42,94,21,9,1.0,20,48,9,10.0,2.0,17,27,7,20,5.0,35,19,8.0,7.0,1.0,4.0,10.0
2021-10-11,83,27,14,71,104,13,6,12.0,22,33,6,5.0,8.0,13,26,17,22,14.0,22,39,4.0,8.0,1.0,7.0,7.0
2021-10-12,78,52,35,79,128,15,17,11.0,30,53,14,8.0,7.0,19,21,18,22,11.0,46,57,2.0,5.0,2.0,2.0,10.0
2021-10-13,91,45,28,74,103,23,8,9.0,19,55,14,5.0,12.0,11,19,19,13,12.0,26,34,6.0,4.0,2.0,5.0,5.0
2021-10-14,73,59,14,58,88,31,17,18.0,17,42,12,6.0,5.0,15,25,24,21,18.0,23,23,7.0,10.0,1.0,6.0,7.0
2021-10-15,89,35,15,73,104,11,13,6.0,21,52,16,7.0,8.0,22,18,15,20,8.0,37,34,10.0,6.0,1.0,2.0,5.0
2021-10-16,70,38,9,62,71,21,7,4.0,17,26,17,7.0,5.0,15,25,22,11,13.0,36,34,7.0,7.0,1.0,4.0,4.0
2021-10-17,77,37,11,47,99,20,16,4.0,15,35,19,13.0,6.0,20,16,16,16,3.0,34,23,7.0,2.0,1.0,3.0,11.0
2021-10-18,68,52,16,70,136,29,18,19.0,26,66,15,11.0,10.0,18,22,14,23,12.0,42,26,6.0,4.0,4.0,4.0,7.0
2021-10-19,68,56,17,66,117,27,13,14.0,29,38,8,13.0,15.0,26,26,23,19,15.0,30,39,13.0,4.0,1.0,3.0,4.0
2021-10-20,55,38,12,59,102,18,14,6.0,22,35,14,12.0,7.0,23,26,12,18,5.0,31,29,9.0,4.0,3.0,5.0,4.0
2021-10-21,81,35,20,58,84,14,10,9.0,25,34,10,14.0,18.0,21,25,22,17,5.0,39,39,4.0,3.0,0.0,4.0,11.0
2021-10-22,78,44,12,65,103,21,21,6.0,22,41,7,10.0,11.0,23,28,17,14,11.0,36,35,14.0,0.0,0.0,6.0,12.0
2021-10-23,86,24,12,54,94,22,9,6.0,23,31,10,7.0,1.0,17,21,17,21,5.0,37,31,3.0,4.0,2.0,4.0,8.0
2021-10-24,70,34,7,43,90,18,11,3.0,13,28,11,9.0,1.0,6,22,18,11,4.0,15,22,9.0,3.0,1.0,5.0,6.0
2021-10-25,62,52,15,64,119,22,18,13.0,23,62,12,12.0,14.0,18,29,16,25,10.0,30,35,4.0,6.0,4.0,1.0,7.0
2021-10-26,75,54,21,67,121,14,14,11.0,25,42,9,7.0,9.0,20,19,17,14,4.0,37,41,5.0,4.0,0.0,4.0,10.0
2021-10-27,56,41,15,62,106,24,16,12.0,20,26,11,17.0,7.0,14,23,19,19,10.0,38,33,7.0,5.0,0.0,4.0,7.0
2021-10-28,67,38,18,53,96,23,11,6.0,36,50,14,4.0,8.0,17,25,21,24,12.0,42,50,3.0,5.0,1.0,6.0,12.0
2021-10-29,63,48,15,74,109,18,12,6.0,21,36,12,9.0,8.0,22,20,23,19,9.0,32,37,6.0,7.0,1.0,3.0,9.0
2021-10-30,78,45,13,57,94,14,6,10.0,21,38,10,7.0,6.0,7,22,14,17,5.0,32,43,4.0,2.0,0.0,0.0,8.0
2021-10-31,81,50,12,60,123,24,13,6.0,19,41,21,5.0,4.0,19,25,20,18,5.0,28,36,12.0,9.0,2.0,4.0,11.0
2021-11-01,82,52,19,84,121,30,12,20.0,30,57,19,15.0,17.0,23,23,18,22,13.0,29,42,7.0,2.0,0.0,6.0,9.0
2021-11-02,64,35,18,57,109,31,16,24.0,23,39,8,8.0,16.0,15,27,21,15,15.0,34,37,5.0,3.0,1.0,8.0,10.0
2021-11-03,72,48,24,67,106,21,16,17.0,21,53,9,8.0,21.0,22,17,16,23,14.0,35,37,8.0,3.0,5.0,7.0,12.0
2021-11-04,53,41,29,77,105,15,14,26.0,29,40,14,8.0,13.0,24,19,16,14,17.0,36,48,6.0,1.0,2.0,3.0,14.0
2021-11-05,52,70,24,70,133,18,11,14.0,34,42,15,5.0,7.0,29,21,15,20,12.0,41,46,4.0,4.0,1.0,2.0,15.0
2021-11-06,61,36,8,56,106,17,12,9.0,17,48,14,8.0,5.0,15,26,17,19,5.0,36,29,3.0,3.0,0.0,5.0,9.0
2021-11-07,60,34,12,63,104,18,6,4.0,16,29,15,11.0,5.0,19,17,21,21,4.0,31,38,7.0,2.0,3.0,6.0,11.0
2021-11-08,75,42,37,91,110,19,17,22.0,27,51,12,8.0,11.0,24,25,23,21,9.0,37,38,5.0,4.0,2.0,4.0,9.0
2021-11-09,66,46,24,66,91,25,12,13.0,19,48,11,5.0,17.0,30,22,17,20,12.0,41,45,4.0,3.0,4.0,7.0,13.0
2021-11-10,58,37,23,57,94,23,15,17.0,31,36,18,15.0,6.0,17,19,15,14,9.0,47,29,4.0,1.0,1.0,8.0,7.0
2021-11-11,69,44,27,58,109,36,10,4.0,24,40,14,6.0,5.0,22,25,25,21,10.0,37,31,7.0,6.0,1.0,5.0,10.0
2021-11-12,79,42,23,78,121,29,22,14.0,35,49,12,12.0,6.0,17,21,8,13,6.0,31,36,4.0,5.0,1.0,4.0,11.0
2021-11-13,75,42,4,52,96,20,14,3.0,23,24,13,11.0,5.0,7,24,22,22,6.0,33,32,8.0,3.0,2.0,4.0,12.0
2021-11-14,94,38,10,52,99,35,12,4.0,20,37,18,8.0,6.0,7,19,25,17,3.0,30,40,7.0,6.0,0.0,4.0,8.0
2021-11-15,77,57,22,75,109,21,16,13.0,18,47,23,17.0,15.0,21,21,15,23,11.0,34,48,8.0,4.0,3.0,2.0,12.0
2021-11-16,80,39,26,79,96,23,15,12.0,24,33,14,11.0,9.0,17,22,18,11,10.0,32,34,8.0,4.0,3.0,1.0,6.0
2021-11-17,57,49,28,58,106,28,9,10.0,22,36,13,9.0,9.0,18,23,17,20,9.0,25,38,8.0,4.0,5.0,9.0,14.0
2021-11-18,61,53,15,64,96,20,5,4.0,15,33,19,5.0,9.0,19,24,8,9,8.0,39,24,3.0,2.0,1.0,7.0,4.0
2021-11-19,62,37,25,65,129,25,20,17.0,39,54,18,9.0,5.0,20,35,21,15,14.0,35,27,3.0,5.0,0.0,6.0,11.0
2021-11-20,51,34,16,57,77,31,8,9.0,16,29,14,7.0,7.0,23,22,12,8,9.0,23,23,2.0,3.0,2.0,3.0,11.0
2021-11-21,57,37,9,63,90,21,17,4.0,15,32,10,18.0,1.0,14,18,11,24,4.0,24,38,7.0,8.0,0.0,3.0,6.0
2021-11-22,70,45,18,63,115,24,15,11.0,15,46,15,21.0,4.0,22,26,20,20,15.0,37,29,8.0,2.0,1.0,6.0,8.0
2021-11-23,64,39,14,45,102,26,8,12.0,30,51,9,11.0,9.0,23,33,22,10,13.0,48,53,5.0,5.0,2.0,7.0,6.0
2021-11-24,62,40,15,72,81,22,19,14.0,18,41,6,11.0,8.0,21,17,13,12,6.0,30,39,4.0,2.0,3.0,1.0,14.0
2021-11-25,68,41,10,37,56,12,7,1.0,8,21,11,5.0,1.0,12,21,12,11,4.0,14,27,4.0,4.0,0.0,2.0,8.0
2021-11-26,84,27,14,58,84,24,13,5.0,19,31,11,7.0,7.0,13,24,10,15,4.0,28,32,5.0,0.0,1.0,6.0,11.0
2021-11-27,72,46,8,53,90,18,15,2.0,16,35,7,3.0,13.0,16,14,9,19,4.0,36,32,7.0,2.0,2.0,2.0,6.0
2021-11-28,74,37,13,68,94,24,13,6.0,19,35,11,5.0,4.0,14,12,14,8,4.0,27,29,10.0,7.0,2.0,11.0,6.0
2021-11-29,60,42,15,73,117,15,15,9.0,32,52,14,9.0,12.0,22,35,22,16,13.0,63,60,6.0,5.0,2.0,6.0,12.0
2021-11-30,69,33,18,59,85,25,9,13.0,22,42,21,9.0,8.0,20,31,15,29,5.0,45,34,6.0,3.0,1.0,4.0,9.0
2021-12-01,65,44,26,71,105,33,16,21.0,32,38,3,11.0,17.0,25,22,8,17,16.0,37,30,4.0,6.0,4.0,7.0,14.0
2021-12-02,58,58,26,82,110,23,10,15.0,29,56,19,9.0,7.0,14,18,14,18,15.0,34,35,9.0,7.0,2.0,4.0,9.0
2021-12-03,54,33,20,80,72,16,9,19.0,29,57,17,9.0,10.0,14,21,20,14,10.0,36,38,9.0,2.0,3.0,9.0,5.0
2021-12-04,84,38,24,65,81,18,15,12.0,20,34,10,11.0,5.0,11,18,19,18,8.0,32,25,6.0,3.0,5.0,6.0,10.0
2021-12-05,70,32,14,61,99,18,12,6.0,15,30,11,8.0,6.0,16,20,16,20,9.0,20,32,6.0,1.0,0.0,1.0,9.0
2021-12-06,54,39,15,67,123,33,19,15.0,31,40,11,14.0,16.0,19,20,11,17,8.0,31,46,9.0,5.0,3.0,5.0,13.0
2021-12-07,66,54,26,72,130,21,12,11.0,18,42,11,8.0,12.0,23,28,21,15,16.0,45,53,1.0,7.0,1.0,1.0,14.0
2021-12-08,51,31,12,61,81,23,17,15.0,34,38,17,3.0,10.0,19,22,11,12,9.0,38,38,6.0,6.0,6.0,6.0,9.0
2021-12-09,64,42,23,74,117,23,8,19.0,24,29,11,4.0,10.0,23,18,11,25,11.0,44,45,7.0,2.0,6.0,3.0,5.0
2021-12-10,55,46,18,66,86,21,11,12.0,23,39,12,0.0,6.0,19,22,13,21,9.0,34,46,4.0,3.0,2.0,3.0,12.0
2021-12-11,65,29,14,42,94,20,13,6.0,25,30,14,8.0,4.0,15,18,22,11,1.0,32,35,5.0,8.0,2.0,5.0,6.0
2021-12-12,63,37,4,50,90,22,6,3.0,29,21,6,10.0,3.0,14,18,8,8,4.0,29,39,8.0,5.0,3.0,2.0,2.0
2021-12-13,54,48,21,71,121,26,14,19.0,18,49,5,7.0,9.0,18,34,18,14,14.0,50,45,4.0,7.0,2.0,7.0,6.0
2021-12-14,61,39,20,71,113,12,9,12.0,20,40,10,9.0,9.0,20,17,17,17,14.0,34,35,4.0,4.0,4.0,7.0,9.0
